author,antibiotic_category,year,num_resistant,num_total,troy_pooled_prev,logit_event_rate,std_err,variance,inverse_N,major_source,tri_source,natl_income,tri_income,country,antibioic_abb,antibiotic,sub_clinical,sub_WW2,sub_WW3,sub_seafood,sub_aquaculture,sub_DW,sub_SW,sub_agr,agr_farm,A_Wa2000,A_Wa2015,A_Wa_ratio,DID2000,EPI,HLT,AIR,H2O,HMT,WMG,BDH,ECS,FSH,CCH,APE,WRS,WWT
Donkeng et al.,Chloramphenicol,2011,0,39,0.0125,-4.369447852,1.423136134,2.025316456,0.025641026,Seafood,Agriculture,3,50-75,Nigeria,CHL,Chloramphenicol,Blank,Blank,Blank,Fish,Wild,Blank,Blank,Blank,Blank,,,,,31,13.9,18,4.9,51.5,7.7,53.6,23.4,10.9,50.8,66.3,0.2,0.2
Donkeng et al.,SXT,2011,16,39,0.4103,-0.362905494,0.325543025,0.105978261,0.025641026,Seafood,Agriculture,4,75-100,Nigeria,SXT,Sulfamethoxazole-Trimethoprim (SXT),Blank,Blank,Blank,Fish,Wild,Blank,Blank,Blank,Blank,,,,,31,13.9,18,4.9,51.5,7.7,53.6,23.4,10.9,50.8,66.3,0.2,0.2
Fritsche et al. 2009,Ciprofloxacin,2009,2,101,0.0198,-3.90197267,0.714213561,0.51010101,0.00990099,Clinical,Clinical,4,75-100,Multiple,CIP,Ciprofloxacin,Feces,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,,,,,,,,,,,,,,,,,
Fritsche et al. 2009,SXT,,15,101,0.1485,-1.746297095,0.279811675,7.83E-02,0.00990099,Clinical,Clinical,4,75-100,"North America, Europe, Latin America",SXT,Sulfamethoxazole-Trimethoprim (SXT),Feces,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,,,,,,,,,,,,,,,,,
Al-Bahry et al.,3rd gen,2009,0,55,0.0089,-4.709530201,1.42056961,2.018018018,0.018181818,Wastewater,Environment,4,75-100,Oman,3rd CEF,Cefotaxime,Blank,Treated,Treated,Blank,Blank,Blank,Blank,Blank,Blank,,,,,38.5,43.4,36.4,58.3,37,0,28.2,67,24.5,32,60,13.4,13.4
Al-Bahry et al.,Chloramphenicol,2009,0,55,0.0089,-4.709530201,1.42056961,2.018018018,0.018181818,Wastewater,Environment,4,75-100,Oman,CHL,Chloramphenicol,Blank,Treated,Treated,Blank,Blank,Blank,Blank,Blank,Blank,,,,,38.5,43.4,36.4,58.3,37,0,28.2,67,24.5,32,60,13.4,13.4
Al-Bahry et al.,Gentamicin,2009,0,55,0.0089,-4.709530201,1.42056961,2.018018018,0.018181818,Wastewater,Environment,4,75-100,Oman,GEN,Gentamicin,Blank,Treated,Treated,Blank,Blank,Blank,Blank,Blank,Blank,,,,,38.5,43.4,36.4,58.3,37,0,28.2,67,24.5,32,60,13.4,13.4
Al-Bahry et al.,tetracycline,2009,0,55,0.0089,-4.709530201,1.42056961,2.018018018,0.018181818,Wastewater,Environment,4,75-100,Oman,TET,Tetracycline,Blank,Treated,Treated,Blank,Blank,Blank,Blank,Blank,Blank,,,,,38.5,43.4,36.4,58.3,37,0,28.2,67,24.5,32,60,13.4,13.4
Nyangacha et al. 2017,3rd gen,,2,2,0.8333,1.609437912,1.549193338,2.4,0.5,Clinical,Clinical,2,0-50,Kenya,3rd CEF,Cefotaxime,Tissue,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,,,,,34.7,25.7,34.9,13.6,50.6,5.5,53.5,31.1,8.6,49,36.8,0.5,0.5
Nyangacha et al. 2017,Chloramphenicol,2017,2,2,0.8333,1.609437912,1.549193338,2.4,0.5,Clinical,Clinical,2,0-50,Kenya,CHL,Chloramphenicol,Tissue,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,,,,,34.7,25.7,34.9,13.6,50.6,5.5,53.5,31.1,8.6,49,36.8,0.5,0.5
Nyangacha et al. 2017,Ciprofloxacin,2017,2,2,0.8333,1.609437912,1.549193338,2.4,0.5,Clinical,Clinical,2,0-50,Kenya,CIP,Ciprofloxacin,Tissue,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,,,,,34.7,25.7,34.9,13.6,50.6,5.5,53.5,31.1,8.6,49,36.8,0.5,0.5
Nyangacha et al. 2017,Gentamicin,,2,2,0.8333,1.609437912,1.549193338,2.4,0.5,Clinical,Clinical,2,0-50,Kenya,GEN,Gentamicin,Tissue,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,,,,,34.7,25.7,34.9,13.6,50.6,5.5,53.5,31.1,8.6,49,36.8,0.5,0.5
Nyangacha et al. 2017,tetracycline,,2,2,0.8333,1.609437912,1.549193338,2.4,0.5,Clinical,Clinical,2,0-50,Kenya,TET,Tetracycline,Tissue,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,,,,,34.7,25.7,34.9,13.6,50.6,5.5,53.5,31.1,8.6,49,36.8,0.5,0.5
Mailafia et al. 2017,3rd gen,,3,6,0.5,0,0.816496581,0.666666667,0.166666667,Clinical,Clinical,2,0-50,Nigeria,3rd CEF,Cefotaxime,Feces,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,,,,,31,13.9,18,4.9,51.5,7.7,53.6,23.4,10.9,50.8,66.3,0.2,0.2
Mailafia et al. 2017,Gentamicin,,3,6,0.5,0,0.816496581,0.666666667,0.166666667,Clinical,Clinical,2,0-50,Nigeria,GEN,Gentamicin,Feces,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,,,,,31,13.9,18,4.9,51.5,7.7,53.6,23.4,10.9,50.8,66.3,0.2,0.2
Mailafia et al. 2017,SXT,,4,6,0.6667,0.693147181,0.866025404,0.75,0.166666667,Clinical,Clinical,2,0-50,Nigeria,SXT,Sulfamethoxazole-Trimethoprim (SXT),Feces,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,,,,,31,13.9,18,4.9,51.5,7.7,53.6,23.4,10.9,50.8,66.3,0.2,0.2
Mailafia et al. 2017,tetracycline,,4,6,0.6667,0.693147181,0.866025404,0.75,0.166666667,Clinical,Clinical,2,0-50,Nigeria,TET,Tetracycline,Feces,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,,,,,31,13.9,18,4.9,51.5,7.7,53.6,23.4,10.9,50.8,66.3,0.2,0.2
Tsheten et al.,3rd gen,2016,4,5,0.8,1.386294361,1.118033989,1.25,0.2,Clinical,Clinical,2,0-50,Bhutan,3rd CEF,Ceftriaxone,Feces,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,,,,,39.3,29.8,24.4,31.2,43.3,59.7,87.2,60.2,,24.7,18.2,0,0
Ateudjieu et al.,3rd gen,2018,0,2,0.1667,-1.609437912,1.549193338,2.4,0.5,Clinical,Clinical,2,0-50,Cameroon,3rd CEF,Ceftriaxone,Feces,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,,,,,33.6,13.6,16.4,7.7,36.1,10.2,48.6,31.5,10.5,66.4,39.8,0,0
Arega et al.,3rd gen,2017,3,4,0.75,1.098612289,1.154700538,1.333333333,0.25,Clinical,Clinical,1,0-50,Ethiopia,3rd CEF,Ceftriaxone,Fluids,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,,,,,34.4,25.2,38,10.9,35.8,0,72.2,42.2,,26.1,23.6,0,0
Webale et al.,3rd gen,2020,0,4,0.1,-2.197224577,1.490711985,2.222222222,0.25,Clinical,Clinical,2,0-50,Kenya,3rd CEF,Ceftriaxone,Feces,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,,,,,34.7,25.7,34.9,13.6,50.6,5.5,53.5,31.1,8.6,49,36.8,0.5,0.5
Ateudjieu et al. 2018,carbapenem,,0,2,0.1667,-1.609437912,1.549193338,2.4,0.5,Clinical,Clinical,2,0-50,Cameroon,CARB,Imipenem,Feces,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,,,,,33.6,13.6,16.4,7.7,36.1,10.2,48.6,31.5,10.5,66.4,39.8,0,0
Ateudjieu et al. 2018,Chloramphenicol,2018,0,2,0.1667,-1.609437912,1.549193338,2.4,0.5,Clinical,Clinical,2,0-50,Cameroon,CHL,Chloramphenicol,Feces,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,,,,,33.6,13.6,16.4,7.7,36.1,10.2,48.6,31.5,10.5,66.4,39.8,0,0
Ateudjieu et al. 2018,Ciprofloxacin,2018,0,2,0.1667,-1.609437912,1.549193338,2.4,0.5,Clinical,Clinical,2,0-50,Cameroon,CIP,Ciprofloxacin,Feces,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,,,,,33.6,13.6,16.4,7.7,36.1,10.2,48.6,31.5,10.5,66.4,39.8,0,0
Ateudjieu et al. 2018,Erythromycin,,2,2,0.8333,1.609437912,1.549193338,2.4,0.5,Clinical,Clinical,2,0-50,Cameroon,ERY,Erythromycin,Feces,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,,,,,33.6,13.6,16.4,7.7,36.1,10.2,48.6,31.5,10.5,66.4,39.8,0,0
Ateudjieu et al. 2018,Gentamicin,,0,2,0.1667,-1.609437912,1.549193338,2.4,0.5,Clinical,Clinical,2,0-50,Cameroon,GEN,Gentamicin,Feces,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,,,,,33.6,13.6,16.4,7.7,36.1,10.2,48.6,31.5,10.5,66.4,39.8,0,0
Ateudjieu et al. 2018,tetracycline,,2,2,0.8333,1.609437912,1.549193338,2.4,0.5,Clinical,Clinical,2,0-50,Cameroon,TET,Tetracycline,Feces,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,,,,,33.6,13.6,16.4,7.7,36.1,10.2,48.6,31.5,10.5,66.4,39.8,0,0
Tsheten et al. 2016,Chloramphenicol,2016,0,5,0.0833,-2.397895273,1.477097892,2.181818182,0.2,Clinical,Clinical,2,0-50,Bhutan,CHL,Chloramphenicol,Feces,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,,,,,39.3,29.8,24.4,31.2,43.3,59.7,87.2,60.2,,24.7,18.2,0,0
Tsheten et al. 2016,Ciprofloxacin,2016,4,5,0.8,1.386294361,1.118033989,1.25,0.2,Clinical,Clinical,2,0-50,Bhutan,CIP,Ciprofloxacin,Feces,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,,,,,39.3,29.8,24.4,31.2,43.3,59.7,87.2,60.2,,24.7,18.2,0,0
Tsheten et al. 2016,Gentamicin,,4,5,0.8,1.386294361,1.118033989,1.25,0.2,Clinical,Clinical,2,0-50,Bhutan,GEN,Gentamicin,Feces,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,,,,,39.3,29.8,24.4,31.2,43.3,59.7,87.2,60.2,,24.7,18.2,0,0
Tsheten et al. 2016,tetracycline,,4,5,0.8,1.386294361,1.118033989,1.25,0.2,Clinical,Clinical,2,0-50,Bhutan,TET,Tetracycline,Feces,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,,,,,39.3,29.8,24.4,31.2,43.3,59.7,87.2,60.2,,24.7,18.2,0,0
Webale et al. 2020,Chloramphenicol,2020,2,4,0.5,0,1,1,0.25,Clinical,Clinical,2,0-50,Kenya,CHL,Chloramphenicol,Feces,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,,,,,34.7,25.7,34.9,13.6,50.6,5.5,53.5,31.1,8.6,49,36.8,0.5,0.5
Webale et al. 2020,Ciprofloxacin,2020,0,4,0.1,-2.197224577,1.490711985,2.222222222,0.25,Clinical,Clinical,2,0-50,Kenya,CIP,Ciprofloxacin,Feces,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,,,,,34.7,25.7,34.9,13.6,50.6,5.5,53.5,31.1,8.6,49,36.8,0.5,0.5
Webale et al. 2020,Erythromycin,,0,4,0.1,-2.197224577,1.490711985,2.222222222,0.25,Clinical,Clinical,2,0-50,Kenya,ERY,Erythromycin,Feces,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,,,,,34.7,25.7,34.9,13.6,50.6,5.5,53.5,31.1,8.6,49,36.8,0.5,0.5
Webale et al. 2020,Gentamicin,,0,4,0.1,-2.197224577,1.490711985,2.222222222,0.25,Clinical,Clinical,2,0-50,Kenya,GEN,Gentamicin,Feces,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,,,,,34.7,25.7,34.9,13.6,50.6,5.5,53.5,31.1,8.6,49,36.8,0.5,0.5
Webale et al. 2020,SXT,,1,4,0.25,-1.098612289,1.154700538,1.333333333,0.25,Clinical,Clinical,2,0-50,Kenya,SXT,Sulfamethoxazole-Trimethoprim (SXT),Feces,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,,,,,34.7,25.7,34.9,13.6,50.6,5.5,53.5,31.1,8.6,49,36.8,0.5,0.5
Webale et al. 2020,tetracycline,,3,4,0.75,1.098612289,1.154700538,1.333333333,0.25,Clinical,Clinical,2,0-50,Kenya,TET,Tetracycline,Feces,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,,,,,34.7,25.7,34.9,13.6,50.6,5.5,53.5,31.1,8.6,49,36.8,0.5,0.5
Lule et al. 2009,Chloramphenicol,2009,18,36,0.5,0,0.333333333,0.111111111,0.027777778,Clinical,Clinical,1,0-50,Uganda,CHL,Chloramphenicol,Feces,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,,,,,35.6,25.7,32.6,17.6,41.9,4.9,81.4,24.4,,27.4,44.4,0.4,0.4
Lule et al. 2009,Ciprofloxacin,2009,10.44,36,0.29,-0.895384047,0.367299702,0.134909071,0.027777778,Clinical,Clinical,1,0-50,Uganda,CIP,Ciprofloxacin,Feces,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,,,,,35.6,25.7,32.6,17.6,41.9,4.9,81.4,24.4,,27.4,44.4,0.4,0.4
Lule et al. 2009,SXT,,22.68,36,0.63,0.532216814,0.345205426,0.119166786,0.027777778,Clinical,Clinical,1,0-50,Uganda,SXT,Sulfamethoxazole-Trimethoprim (SXT),Feces,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,,,,,35.6,25.7,32.6,17.6,41.9,4.9,81.4,24.4,,27.4,44.4,0.4,0.4
Arega et al. 2017,Chloramphenicol,2017,2,4,0.5,0,1,1,0.25,Clinical,Clinical,1,0-50,Ethiopia,CHL,Chloramphenicol,Fluids,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,,,,,34.4,25.2,38,10.9,35.8,0,72.2,42.2,,26.1,23.6,0,0
Arega et al. 2017,Ciprofloxacin,2017,1,4,0.25,-1.098612289,1.154700538,1.333333333,0.25,Clinical,Clinical,1,0-50,Ethiopia,CIP,Ciprofloxacin,Fluids,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,,,,,34.4,25.2,38,10.9,35.8,0,72.2,42.2,,26.1,23.6,0,0
Arega et al. 2017,Gentamicin,,0,4,0.1,-2.197224577,1.490711985,2.222222222,0.25,Clinical,Clinical,1,0-50,Ethiopia,GEN,Gentamicin,Fluids,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,,,,,34.4,25.2,38,10.9,35.8,0,72.2,42.2,,26.1,23.6,0,0
Arega et al. 2017,SXT,,4,4,0.9,2.197224577,1.490711985,2.222222222,0.25,Clinical,Clinical,1,0-50,Ethiopia,SXT,Sulfamethoxazole-Trimethoprim (SXT),Fluids,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,,,,,34.4,25.2,38,10.9,35.8,0,72.2,42.2,,26.1,23.6,0,0
Arega et al. 2017,tetracycline,,3,4,0.75,1.098612289,1.154700538,1.333333333,0.25,Clinical,Clinical,1,0-50,Ethiopia,TET,Tetracycline,Fluids,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,,,,,34.4,25.2,38,10.9,35.8,0,72.2,42.2,,26.1,23.6,0,0
Kandakai-Olukemi et al. 2007,Chloramphenicol,2007,0,4,0.1,-2.197224577,1.490711985,2.222222222,0.25,Clinical,Clinical,2,0-50,Nigeria,CHL,Chloramphenicol,Feces,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,,,,,31,13.9,18,4.9,51.5,7.7,53.6,23.4,10.9,50.8,66.3,0.2,0.2
Kandakai-Olukemi et al. 2007,Gentamicin,,0,4,0.1,-2.197224577,1.490711985,2.222222222,0.25,Clinical,Clinical,2,0-50,Nigeria,GEN,Gentamicin,Feces,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,,,,,31,13.9,18,4.9,51.5,7.7,53.6,23.4,10.9,50.8,66.3,0.2,0.2
Kandakai-Olukemi et al. 2007,SXT,,0,4,0.1,-2.197224577,1.490711985,2.222222222,0.25,Clinical,Clinical,2,0-50,Nigeria,SXT,Sulfamethoxazole-Trimethoprim (SXT),Feces,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,,,,,31,13.9,18,4.9,51.5,7.7,53.6,23.4,10.9,50.8,66.3,0.2,0.2
Kandakai-Olukemi et al. 2007,tetracycline,,0,4,0.1,-2.197224577,1.490711985,2.222222222,0.25,Clinical,Clinical,2,0-50,Nigeria,TET,Tetracycline,Feces,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,,,,,31,13.9,18,4.9,51.5,7.7,53.6,23.4,10.9,50.8,66.3,0.2,0.2
Anyim et al. 2016,Ciprofloxacin,2016,1,7,0.1429,-1.791759469,1.08012345,1.166666667,0.142857143,Clinical,Clinical,2,0-50,Nigeria,CIP,Ciprofloxacin,Tissue,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,,,,,31,13.9,18,4.9,51.5,7.7,53.6,23.4,10.9,50.8,66.3,0.2,0.2
Anyim et al. 2016,Gentamicin,,4,7,0.5714,0.287682072,0.763762616,0.583333333,0.142857143,Clinical,Clinical,2,0-50,Nigeria,GEN,Gentamicin,Tissue,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,,,,,31,13.9,18,4.9,51.5,7.7,53.6,23.4,10.9,50.8,66.3,0.2,0.2
Akortha et al. 2008,Gentamicin,,9,15,0.6,0.405465108,0.527046277,0.277777778,0.066666667,Clinical,Clinical,2,0-50,Nigeria,GEN,Gentamicin,Feces,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,,,,,31,13.9,18,4.9,51.5,7.7,53.6,23.4,10.9,50.8,66.3,0.2,0.2
Akortha et al. 2008,tetracycline,,3,15,0.2,-1.386294361,0.645497224,0.416666667,0.066666667,Clinical,Clinical,2,0-50,Nigeria,TET,Tetracycline,Feces,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,,,,,31,13.9,18,4.9,51.5,7.7,53.6,23.4,10.9,50.8,66.3,0.2,0.2
Igbinosa et al.,3rd gen,2012,9,24,0.375,-0.510825624,0.421637021,0.177777778,0.041666667,Wastewater,Environment,3,50-75,South Africa,3rd CEF,Cefotaxime,Blank,Untreated,Pre-treatment,Blank,Blank,Blank,Blank,Blank,Blank,3,4.6,0.65,8.8,43.1,31.1,28.9,24.6,58.8,77,63.2,20.6,7.8,62.8,69.7,21.7,21.7
Igbinosa et al.,carbapenem,2017,33,58,0.569,0.277631737,0.265147186,7.03E-02,0.017241379,Wastewater,Environment,2,0-50,Nigeria,CARB,Meropenem,Blank,Untreated,Untreated,Blank,Blank,Blank,Blank,Blank,Blank,,,,,31,13.9,18,4.9,51.5,7.7,53.6,23.4,10.9,50.8,66.3,0.2,0.2
Igbinosa et al.,Chloramphenicol,2012,2,24,0.0833,-2.397895273,0.738548946,0.545454545,0.041666667,Wastewater,Environment,3,50-75,South Africa,CHL,Chloramphenicol,Blank,Untreated,Pre-treatment,Blank,Blank,Blank,Blank,Blank,Blank,3,4.6,0.65,8.8,43.1,31.1,28.9,24.6,58.8,77,63.2,20.6,7.8,62.8,69.7,21.7,21.7
Igbinosa et al.,Ciprofloxacin,2012,5,24,0.2083,-1.335001067,0.50262469,0.252631579,0.041666667,Wastewater,Environment,3,50-75,South Africa,CIP,Ciprofloxacin,Blank,Untreated,Pre-treatment,Blank,Blank,Blank,Blank,Blank,Blank,3,4.6,0.65,8.8,43.1,31.1,28.9,24.6,58.8,77,63.2,20.6,7.8,62.8,69.7,21.7,21.7
Igbinosa et al.,Erythromycin,2012,8,24,0.3333,-0.693147181,0.433012702,0.1875,0.041666667,Wastewater,Environment,3,50-75,South Africa,ERY,Erythromycin,Blank,Untreated,Pre-treatment,Blank,Blank,Blank,Blank,Blank,Blank,3,4.6,0.65,8.8,43.1,31.1,28.9,24.6,58.8,77,63.2,20.6,7.8,62.8,69.7,21.7,21.7
Igbinosa et al.,Gentamicin,2012,9,24,0.375,-0.510825624,0.421637021,0.177777778,0.041666667,Wastewater,Environment,3,50-75,South Africa,GEN,Gentamicin,Blank,Untreated,Pre-treatment,Blank,Blank,Blank,Blank,Blank,Blank,3,4.6,0.65,8.8,43.1,31.1,28.9,24.6,58.8,77,63.2,20.6,7.8,62.8,69.7,21.7,21.7
Igbinosa et al.,tetracycline,2017,58,58,0.9915,4.762173935,1.420244351,2.017094017,0.017241379,Wastewater,Environment,2,0-50,Nigeria,TET,Tetracycline,Blank,Untreated,Untreated,Blank,Blank,Blank,Blank,Blank,Blank,,,,,31,13.9,18,4.9,51.5,7.7,53.6,23.4,10.9,50.8,66.3,0.2,0.2
Igbinosa et al,Ciprofloxacin,2017,25,58,0.431,-0.277631737,0.265147186,7.03E-02,0.017241379,Wastewater,Environment,2,0-50,Nigeria,CIP,Ciprofloxacin,Blank,Untreated,Untreated,Blank,Blank,Blank,Blank,Blank,Blank,,,,,31,13.9,18,4.9,51.5,7.7,53.6,23.4,10.9,50.8,66.3,0.2,0.2
Igbinosa et al. 2017,Gentamicin,2017,45,58,0.7759,1.241713132,0.314873465,9.91E-02,0.017241379,Wastewater,Environment,2,0-50,Nigeria,GEN,Gentamicin,Blank,Untreated,Untreated,Blank,Blank,Blank,Blank,Blank,Blank,,,,,31,13.9,18,4.9,51.5,7.7,53.6,23.4,10.9,50.8,66.3,0.2,0.2
Hadi et al. 2019,3rd gen,,0,3,0.125,-1.945910149,1.511857892,2.285714286,0.333333333,Clinical,Clinical,3,50-75,Iran,3rd CEF,Cefotaxime,Tissue,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,,,,,48,48.3,49.2,53.6,27.4,19,38.4,88.8,13.8,55,80.8,3.7,3.7
Hadi et al. 2019,carbapenem,,0,3,0.125,-1.945910149,1.511857892,2.285714286,0.333333333,Clinical,Clinical,3,50-75,Iran,CARB,Meropenem,Tissue,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,,,,,48,48.3,49.2,53.6,27.4,19,38.4,88.8,13.8,55,80.8,3.7,3.7
Hadi et al. 2019,Chloramphenicol,2019,0,3,0.125,-1.945910149,1.511857892,2.285714286,0.333333333,Clinical,Clinical,3,50-75,Iran,CHL,Chloramphenicol,Tissue,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,,,,,48,48.3,49.2,53.6,27.4,19,38.4,88.8,13.8,55,80.8,3.7,3.7
Hadi et al. 2019,Erythromycin,,3,3,0.875,1.945910149,1.511857892,2.285714286,0.333333333,Clinical,Clinical,3,50-75,Iran,ERY,Erythromycin,Tissue,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,,,,,48,48.3,49.2,53.6,27.4,19,38.4,88.8,13.8,55,80.8,3.7,3.7
Hadi et al. 2019,Gentamicin,,0,3,0.125,-1.945910149,1.511857892,2.285714286,0.333333333,Clinical,Clinical,3,50-75,Iran,GEN,Gentamicin,Tissue,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,,,,,48,48.3,49.2,53.6,27.4,19,38.4,88.8,13.8,55,80.8,3.7,3.7
Hadi et al. 2019,SXT,,2,3,0.6667,0.693147181,1.224744871,1.5,0.333333333,Clinical,Clinical,3,50-75,Iran,SXT,Sulfamethoxazole-Trimethoprim (SXT),Tissue,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,,,,,48,48.3,49.2,53.6,27.4,19,38.4,88.8,13.8,55,80.8,3.7,3.7
Hadi et al. 2019,tetracycline,,1,3,0.3333,-0.693147181,1.224744871,1.5,0.333333333,Clinical,Clinical,3,50-75,Iran,TET,Tetracycline,Tissue,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,,,,,48,48.3,49.2,53.6,27.4,19,38.4,88.8,13.8,55,80.8,3.7,3.7
Soltan Dallal et al. 2016,3rd gen,,4,12,0.3333,-0.693147181,0.612372436,0.375,0.083333333,Clinical,Clinical,3,50-75,Iran,3rd CEF,Cefotaxime,Feces,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,,,,,48,48.3,49.2,53.6,27.4,19,38.4,88.8,13.8,55,80.8,3.7,3.7
Soltan Dallal et al. 2016,Chloramphenicol,2016,1,12,0.0833,-2.397895273,1.044465936,1.090909091,0.083333333,Clinical,Clinical,3,50-75,Iran,CHL,Chloramphenicol,Feces,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,,,,,48,48.3,49.2,53.6,27.4,19,38.4,88.8,13.8,55,80.8,3.7,3.7
Soltan Dallal et al. 2016,Ciprofloxacin,2016,3,12,0.25,-1.098612289,0.666666667,0.444444444,0.083333333,Clinical,Clinical,3,50-75,Iran,CIP,Ciprofloxacin,Feces,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,,,,,48,48.3,49.2,53.6,27.4,19,38.4,88.8,13.8,55,80.8,3.7,3.7
Soltan Dallal et al. 2016,Gentamicin,,0,12,0.0385,-3.218875825,1.44222051,2.08,0.083333333,Clinical,Clinical,3,50-75,Iran,GEN,Gentamicin,Feces,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,,,,,48,48.3,49.2,53.6,27.4,19,38.4,88.8,13.8,55,80.8,3.7,3.7
Soltan Dallal et al. 2016,SXT,,7,12,0.5833,0.336472237,0.585540044,0.342857143,0.083333333,Clinical,Clinical,3,50-75,Iran,SXT,Sulfamethoxazole-Trimethoprim (SXT),Feces,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,,,,,48,48.3,49.2,53.6,27.4,19,38.4,88.8,13.8,55,80.8,3.7,3.7
Soltan Dallal et al. 2016,tetracycline,,4,12,0.3333,-0.693147181,0.612372436,0.375,0.083333333,Clinical,Clinical,3,50-75,Iran,TET,Tetracycline,Feces,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,,,,,48,48.3,49.2,53.6,27.4,19,38.4,88.8,13.8,55,80.8,3.7,3.7
Ranjbar et al.,3rd gen,2019,12,74,0.1622,-1.642227735,0.315376546,9.95E-02,0.013513514,Seafood,Agriculture,3,50-75,Iran,3rd CEF,Cefotaxime,Blank,Blank,Blank,Mixed,Farmed,Blank,Blank,Blank,Blank,,,,,48,48.3,49.2,53.6,27.4,19,38.4,88.8,13.8,55,80.8,3.7,3.7
Ranjbar et al.,Chloramphenicol,2019,17,74,0.2297,-1.209837924,0.276346502,7.64E-02,0.013513514,Seafood,Agriculture,3,50-75,Iran,CHL,Chloramphenicol,Blank,Blank,Blank,Mixed,Farmed,Blank,Blank,Blank,Blank,,,,,48,48.3,49.2,53.6,27.4,19,38.4,88.8,13.8,55,80.8,3.7,3.7
Ranjbar et al.,Ciprofloxacin,2019,14,74,0.1892,-1.455287233,0.29680842,8.81E-02,0.013513514,Seafood,Agriculture,3,50-75,Iran,CIP,Ciprofloxacin,Blank,Blank,Blank,Mixed,Farmed,Blank,Blank,Blank,Blank,,,,,48,48.3,49.2,53.6,27.4,19,38.4,88.8,13.8,55,80.8,3.7,3.7
