File,BioProject,BioSample,Country,Location,SampleSource,SampleType,SeafoodType
MI_PMARQ_Berm1_09_23_13,PRJNA272391,SAMN03282236,USA,Muskegon,Beach,Sand,NA
MI_PMARQ_SUB1_08_07_13,PRJNA272391,SAMN03282237,USA,Muskegon,Beach,Sand,NA
MI_PMARQ_SUB1_09_23_13,PRJNA272391,SAMN03282238,USA,Muskegon,Beach,Sand,NA
MI_PMARQ1_06_11_13,PRJNA272391,SAMN03282193,USA,Muskegon,Beach,Water,NA
MI_PMARQ1_08_07_13,PRJNA272391,SAMN03282231,USA,Muskegon,Beach,Water,NA
MI_PMARQ1_09_23_13_20131216,PRJNA272391,SAMN03282232,USA,Muskegon,Beach,Water,NA
MI_PMARQ1_09_23_13_20140219,PRJNA272391,SAMN03282232,USA,Muskegon,Beach,Water,NA
MI_PMARQ_SUB1_08_07_1_RE1,PRJNA272391,,USA,Muskegon,Beach,Sand,NA
MI_PMARQ_SUB1_08_07_1_RE2,PRJNA272391,,USA,Muskegon,Beach,Sand,NA
MI_PJHOFF_Berm1_09_23_13,PRJNA272391,,USA,Muskegon,Beach,Sand,NA
NL00103,PRJNA665728,SAMN16265583,USA,Willow Creek,River,Water,NA
NL00104,PRJNA665728,SAMN16265584,USA,Dretzka Park Creek,River,Water,NA
NL00105,PRJNA665728,SAMN16265585,USA,Little Menomonee River,River,Water,NA
NL00106,PRJNA665728,SAMN16265586,USA,Underwood Creek,River,Water,NA
NL00107,PRJNA665728,SAMN16265587,USA,Wilson Park Creek,River,Water,NA
NL00108,PRJNA665728,SAMN16265588,USA,Kinnickinnic River,River,Water,NA
NL00109,PRJNA665728,SAMN16265589,USA,Nichols Creek,River,Water,NA
NL00110,PRJNA665728,SAMN16265590,USA,Batavia Creek,River,Water,NA
NL00112,PRJNA665728,SAMN16265591,USA,Milwaukee River,River,Water,NA
NL00113,PRJNA665728,SAMN16265592,USA,Riveredge Creek,River,Water,NA
NL00114,PRJNA665728,SAMN16265593,USA,Cedar Creek,River,Water,NA
NL00115,PRJNA665728,SAMN16265594,USA,Mole Creek,River,Water,NA
NL00116,PRJNA665728,SAMN16265595,USA,Pigeon Creek,River,Water,NA
NL00117,PRJNA665728,SAMN16265596,USA,Ulao Creek,River,Water,NA
NL00118,PRJNA665728,SAMN16265597,USA,Indian Creek,River,Water,NA
NL00162,PRJNA665728,SAMN16265598,USA,Willow Creek,River,Water,NA
NL00163,PRJNA665728,SAMN16265599,USA,Dretzka Park Creek,River,Water,NA
NL00164,PRJNA665728,SAMN16265600,USA,Little Menomonee River,River,Water,NA
NL00165,PRJNA665728,SAMN16265601,USA,Underwood Creek,River,Water,NA
NL00166,PRJNA665728,SAMN16265602,USA,Wilson Park Creek,River,Water,NA
NL00167,PRJNA665728,SAMN16265603,USA,Kinnickinnic River,River,Water,NA
NL00168,PRJNA665728,SAMN16265604,USA,Nichols Creek,River,Water,NA
NL00169,PRJNA665728,SAMN16265605,USA,Batavia Creek,River,Water,NA
NL00170,PRJNA665728,SAMN16265606,USA,Unnamed tributary,River,Water,NA
NL00171,PRJNA665728,SAMN16265607,USA,Milwaukee River,River,Water,NA
NL00172,PRJNA665728,SAMN16265608,USA,Riveredge Creek,River,Water,NA
NL00173,PRJNA665728,SAMN16265609,USA,Cedar Creek,River,Water,NA
NL00174,PRJNA665728,SAMN16265610,USA,Mole Creek,River,Water,NA
NL00175,PRJNA665728,SAMN16265611,USA,Pigeon Creek,River,Water,NA
NL00176,PRJNA665728,SAMN16265612,USA,Ulao Creek,River,Water,NA
NL00177,PRJNA665728,SAMN16265613,USA,Indian Creek,River,Water,NA
NL00212,PRJNA665728,SAMN16265614,USA,Willow Creek,River,Water,NA
NL00213,PRJNA665728,SAMN16265615,USA,Dretzka Park Creek,River,Water,NA
NL00214,PRJNA665728,SAMN16265616,USA,Little Menomonee River,River,Water,NA
NL00215,PRJNA665728,SAMN16265617,USA,Underwood Creek,River,Water,NA
NL00216,PRJNA665728,SAMN16265618,USA,Wilson Park Creek,River,Water,NA
NL00217,PRJNA665728,SAMN16265619,USA,Kinnickinnic River,River,Water,NA
NL00218,PRJNA665728,SAMN16265620,USA,Nichols Creek,River,Water,NA
NL00219,PRJNA665728,SAMN16265621,USA,Batavia Creek,River,Water,NA
NL00220,PRJNA665728,SAMN16265622,USA,Unnamed tributary,River,Water,NA
NL00221,PRJNA665728,SAMN16265623,USA,Milwaukee River,River,Water,NA
NL00222,PRJNA665728,SAMN16265624,USA,Riveredge Creek,River,Water,NA
NL00223,PRJNA665728,SAMN16265625,USA,Cedar Creek,River,Water,NA
NL00224,PRJNA665728,SAMN16265626,USA,Mole Creek,River,Water,NA
NL00225,PRJNA665728,SAMN16265627,USA,Pigeon Creek,River,Water,NA
NL00226,PRJNA665728,SAMN16265628,USA,Ulao Creek,River,Water,NA
NL00227,PRJNA665728,SAMN16265629,USA,Indian Creek,River,Water,NA
NL00290,PRJNA665728,SAMN16265630,USA,Willow Creek,River,Water,NA
NL00291,PRJNA665728,SAMN16265631,USA,Dretzka Park Creek,River,Water,NA
NL00292,PRJNA665728,SAMN16265632,USA,Little Menomonee River,River,Water,NA
NL00293,PRJNA665728,SAMN16265633,USA,Underwood Creek,River,Water,NA
NL00294,PRJNA665728,SAMN16265634,USA,Wilson Park Creek,River,Water,NA
NL00295,PRJNA665728,SAMN16265635,USA,Kinnickinnic River,River,Water,NA
NL00296,PRJNA665728,SAMN16265636,USA,Nichols Creek,River,Water,NA
NL00297,PRJNA665728,SAMN16265637,USA,Batavia Creek,River,Water,NA
NL00298,PRJNA665728,SAMN16265638,USA,Unnamed tributary,River,Water,NA
NL00299,PRJNA665728,SAMN16265639,USA,Milwaukee River,River,Water,NA
NL00300,PRJNA665728,SAMN16265640,USA,Riveredge Creek,River,Water,NA
NL00301,PRJNA665728,SAMN16265641,USA,Cedar Creek,River,Water,NA
NL00302,PRJNA665728,SAMN16265642,USA,Mole Creek,River,Water,NA
NL00303,PRJNA665728,SAMN16265643,USA,Pigeon Creek,River,Water,NA
NL00304,PRJNA665728,SAMN16265644,USA,Ulao Creek,River,Water,NA
NL00305,PRJNA665728,SAMN16265645,USA,Indian Creek,River,Water,NA
NL00308,PRJNA665728,SAMN16265646,USA,Willow Creek,River,Water,NA
NL00309,PRJNA665728,SAMN16265647,USA,Dretzka Park Creek,River,Water,NA
NL00310,PRJNA665728,SAMN16265648,USA,Little Menomonee River,River,Water,NA
NL00311,PRJNA665728,SAMN16265649,USA,Underwood Creek,River,Water,NA
NL00312,PRJNA665728,SAMN16265650,USA,Wilson Park Creek,River,Water,NA
NL00313,PRJNA665728,SAMN16265651,USA,Kinnickinnic River,River,Water,NA
NL00314,PRJNA665728,SAMN16265652,USA,Nichols Creek,River,Water,NA
NL00315,PRJNA665728,SAMN16265653,USA,Batavia Creek,River,Water,NA
NL00316,PRJNA665728,SAMN16265654,USA,Unnamed tributary,River,Water,NA
NL00317,PRJNA665728,SAMN16265655,USA,Milwaukee River,River,Water,NA
NL00318,PRJNA665728,SAMN16265656,USA,Riveredge Creek,River,Water,NA
NL00319,PRJNA665728,SAMN16265657,USA,Cedar Creek,River,Water,NA
NL00320,PRJNA665728,SAMN16265658,USA,Mole Creek,River,Water,NA
NL00321,PRJNA665728,SAMN16265659,USA,Pigeon Creek,River,Water,NA
NL00322,PRJNA665728,SAMN16265660,USA,Ulao Creek,River,Water,NA
NL00323,PRJNA665728,SAMN16265661,USA,Indian Creek,River,Water,NA
SRR11487872,PRJNA622864,SAMN14531081,USA,Milwaukee,Post-chlorinated wastewater,Water,NA
SRR11487873,PRJNA622864,SAMN14531080,USA,Milwaukee,Post-chlorinated wastewater,Water,NA
SRR11487874,PRJNA622864,SAMN14531079,USA,Milwaukee,Pre-chlorinated wastewater,Water,NA
SRR11487886,PRJNA622864,SAMN14531100,USA,Milwaukee,Post-chlorinated wastewater,Water,NA
SRR11487887,PRJNA622864,SAMN14531099,USA,Milwaukee,Pre-chlorinated wastewater,Water,NA
SRR11487888,PRJNA622864,SAMN14531098,USA,Milwaukee,Pre-chlorinated wastewater,Water,NA
SRR11487896,PRJNA622864,SAMN14531091,USA,Milwaukee,Post-chlorinated wastewater,Water,NA
SRR11487897,PRJNA622864,SAMN14531090,USA,Milwaukee,Post-chlorinated wastewater,Water,NA
SRR11487898,PRJNA622864,SAMN14531089,USA,Milwaukee,Pre-chlorinated wastewater,Water,NA
SRR11487899,PRJNA622864,SAMN14531088,USA,Milwaukee,Pre-chlorinated wastewater,Water,NA
SRR6354353,PRJNA388139,SAMN08136109,Estonia,Selja,River,Water,NA
SRR6354354,PRJNA388139,SAMN08136110,Estonia,Selja,River,Water,NA
SRR6354355,PRJNA388139,SAMN08136107,Estonia,Pudisoo,River,Water,NA
SRR6354356,PRJNA388139,SAMN08136108,Estonia,Selja,River,Water,NA
SRR6354357,PRJNA388139,SAMN08136105,Estonia,Pudisoo,River,Water,NA
SRR6354358,PRJNA388139,SAMN08136106,Estonia,Pudisoo,River,Water,NA
SRR6354359,PRJNA388139,SAMN08136103,Estonia,Preedi,River,Water,NA
SRR6354360,PRJNA388139,SAMN08136104,Estonia,Preedi,River,Water,NA
SRR6354361,PRJNA388139,SAMN08136111,Estonia,Toolse,River,Water,NA
SRR6354362,PRJNA388139,SAMN08136112,Estonia,Toolse,River,Water,NA
SRR6354363,PRJNA388139,SAMN08136122,Estonia,Vodja,River,Water,NA
SRR6354364,PRJNA388139,SAMN08136121,Estonia,Vodja,River,Water,NA
SRR6354365,PRJNA388139,SAMN08136120,Estonia,Vodja,River,Water,NA
SRR6354366,PRJNA388139,SAMN08136119,Estonia,Vainupea,River,Water,NA
SRR6354367,PRJNA388139,SAMN08136118,Estonia,Vainupea,River,Water,NA
SRR6354368,PRJNA388139,SAMN08136117,Estonia,Vainupea,River,Water,NA
SRR6354369,PRJNA388139,SAMN08136116,Estonia,Voesu,River,Water,NA
SRR6354370,PRJNA388139,SAMN08136115,Estonia,Voesu,River,Water,NA
SRR6354371,PRJNA388139,SAMN08136114,Estonia,Voesu,River,Water,NA
SRR6354372,PRJNA388139,SAMN08136113,Estonia,Toolse,River,Water,NA
SRR6354373,PRJNA388139,SAMN08136101,Estonia,Pada,River,Water,NA
SRR6354374,PRJNA388139,SAMN08136102,Estonia,Preedi,River,Water,NA
SRR6354375,PRJNA388139,SAMN08136099,Estonia,Pada,River,Water,NA
SRR6354376,PRJNA388139,SAMN08136100,Estonia,Pada,River,Water,NA
SRR6354377,PRJNA388139,SAMN08136097,Estonia,Mustoja,River,Water,NA
SRR6354378,PRJNA388139,SAMN08136098,Estonia,Mustoja,River,Water,NA
SRR6354379,PRJNA388139,SAMN08136095,Estonia,Altja,River,Water,NA
SRR6354380,PRJNA388139,SAMN08136096,Estonia,Mustoja,River,Water,NA
SRR6354381,PRJNA388139,SAMN08136093,Estonia,Altja,River,Water,NA
SRR6354382,PRJNA388139,SAMN08136094,Estonia,Altja,River,Water,NA
SRR6354383,PRJNA388139,SAMN08135979,Estonia,Mustoja,Brown trout (Salmo trutta),Gut,Wild
SRR6354384,PRJNA388139,SAMN08135978,Estonia,Mustoja,Brown trout (Salmo trutta),Gut,Wild
SRR6354385,PRJNA388139,SAMN08135981,Estonia,Mustoja,Brown trout (Salmo trutta),Gut,Wild
SRR6354386,PRJNA388139,SAMN08135980,Estonia,Mustoja,Brown trout (Salmo trutta),Gut,Wild
SRR6354387,PRJNA388139,SAMN08135975,Estonia,Mustoja,Brown trout (Salmo trutta),Gut,Wild
SRR6354388,PRJNA388139,SAMN08135974,Estonia,Mustoja,Brown trout (Salmo trutta),Gut,Wild
SRR6354389,PRJNA388139,SAMN08135977,Estonia,Mustoja,Brown trout (Salmo trutta),Gut,Wild
SRR6354390,PRJNA388139,SAMN08135976,Estonia,Mustoja,Brown trout (Salmo trutta),Gut,Wild
SRR6354391,PRJNA388139,SAMN08135983,Estonia,Pada,Brown trout (Salmo trutta),Gut,Wild
SRR6354392,PRJNA388139,SAMN08135982,Estonia,Mustoja,Brown trout (Salmo trutta),Gut,Wild
SRR6354393,PRJNA388139,SAMN08135990,Estonia,Pada,Brown trout (Salmo trutta),Gut,Wild
SRR6354394,PRJNA388139,SAMN08135991,Estonia,Pada,Brown trout (Salmo trutta),Gut,Wild
SRR6354395,PRJNA388139,SAMN08135988,Estonia,Pada,Brown trout (Salmo trutta),Gut,Wild
SRR6354396,PRJNA388139,SAMN08135989,Estonia,Pada,Brown trout (Salmo trutta),Gut,Wild
SRR6354397,PRJNA388139,SAMN08135986,Estonia,Pada,Brown trout (Salmo trutta),Gut,Wild
SRR6354398,PRJNA388139,SAMN08135987,Estonia,Pada,Brown trout (Salmo trutta),Gut,Wild
SRR6354399,PRJNA388139,SAMN08135984,Estonia,Pada,Brown trout (Salmo trutta),Gut,Wild
SRR6354400,PRJNA388139,SAMN08135985,Estonia,Pada,Brown trout (Salmo trutta),Gut,Wild
SRR6354401,PRJNA388139,SAMN08135992,Estonia,Pada,Brown trout (Salmo trutta),Gut,Wild
SRR6354402,PRJNA388139,SAMN08135993,Estonia,Pada,Brown trout (Salmo trutta),Gut,Wild
SRR6354403,PRJNA388139,SAMN08135997,Estonia,Preedi,Brown trout (Salmo trutta),Gut,Wild
SRR6354404,PRJNA388139,SAMN08135996,Estonia,Preedi,Brown trout (Salmo trutta),Gut,Wild
SRR6354405,PRJNA388139,SAMN08135995,Estonia,Pada,Brown trout (Salmo trutta),Gut,Wild
SRR6354406,PRJNA388139,SAMN08135994,Estonia,Pada,Brown trout (Salmo trutta),Gut,Wild
SRR6354407,PRJNA388139,SAMN08136001,Estonia,Preedi,Brown trout (Salmo trutta),Gut,Wild
SRR6354408,PRJNA388139,SAMN08136000,Estonia,Preedi,Brown trout (Salmo trutta),Gut,Wild
SRR6354409,PRJNA388139,SAMN08135999,Estonia,Preedi,Brown trout (Salmo trutta),Gut,Wild
SRR6354410,PRJNA388139,SAMN08135998,Estonia,Preedi,Brown trout (Salmo trutta),Gut,Wild
SRR6354411,PRJNA388139,SAMN08136003,Estonia,Preedi,Brown trout (Salmo trutta),Gut,Wild
SRR6354412,PRJNA388139,SAMN08136002,Estonia,Preedi,Brown trout (Salmo trutta),Gut,Wild
SRR6354413,PRJNA388139,SAMN08136023,Estonia,Selja,Brown trout (Salmo trutta),Gut,Wild
SRR6354414,PRJNA388139,SAMN08136022,Estonia,Selja,Brown trout (Salmo trutta),Gut,Wild
SRR6354415,PRJNA388139,SAMN08136012,Estonia,Pudisoo,Brown trout (Salmo trutta),Gut,Wild
SRR6354416,PRJNA388139,SAMN08136013,Estonia,Pudisoo,Brown trout (Salmo trutta),Gut,Wild
SRR6354417,PRJNA388139,SAMN08136008,Estonia,Pudisoo,Brown trout (Salmo trutta),Gut,Wild
SRR6354418,PRJNA388139,SAMN08136009,Estonia,Pudisoo,Brown trout (Salmo trutta),Gut,Wild
SRR6354419,PRJNA388139,SAMN08136010,Estonia,Pudisoo,Brown trout (Salmo trutta),Gut,Wild
SRR6354420,PRJNA388139,SAMN08136011,Estonia,Pudisoo,Brown trout (Salmo trutta),Gut,Wild
SRR6354421,PRJNA388139,SAMN08136004,Estonia,Preedi,Brown trout (Salmo trutta),Gut,Wild
SRR6354422,PRJNA388139,SAMN08136005,Estonia,Preedi,Brown trout (Salmo trutta),Gut,Wild
SRR6354423,PRJNA388139,SAMN08136006,Estonia,Preedi,Brown trout (Salmo trutta),Gut,Wild
SRR6354424,PRJNA388139,SAMN08136007,Estonia,Preedi,Brown trout (Salmo trutta),Gut,Wild
SRR6354425,PRJNA388139,SAMN08136072,Estonia,Vodja,Brown trout (Salmo trutta),Gut,Wild
SRR6354426,PRJNA388139,SAMN08136073,Estonia,Vodja,Brown trout (Salmo trutta),Gut,Wild
SRR6354427,PRJNA388139,SAMN08136064,Estonia,Vodja,Brown trout (Salmo trutta),Gut,Wild
SRR6354428,PRJNA388139,SAMN08136065,Estonia,Vodja,Brown trout (Salmo trutta),Gut,Wild
SRR6354429,PRJNA388139,SAMN08136066,Estonia,Vodja,Brown trout (Salmo trutta),Gut,Wild
SRR6354430,PRJNA388139,SAMN08136067,Estonia,Vodja,Brown trout (Salmo trutta),Gut,Wild
SRR6354431,PRJNA388139,SAMN08136068,Estonia,Vodja,Brown trout (Salmo trutta),Gut,Wild
SRR6354432,PRJNA388139,SAMN08136069,Estonia,Vodja,Brown trout (Salmo trutta),Gut,Wild
SRR6354433,PRJNA388139,SAMN08136070,Estonia,Vodja,Brown trout (Salmo trutta),Gut,Wild
SRR6354434,PRJNA388139,SAMN08136071,Estonia,Vodja,Brown trout (Salmo trutta),Gut,Wild
SRR6354435,PRJNA388139,SAMN08136015,Estonia,Pudisoo,Brown trout (Salmo trutta),Gut,Wild
SRR6354436,PRJNA388139,SAMN08136014,Estonia,Pudisoo,Brown trout (Salmo trutta),Gut,Wild
SRR6354437,PRJNA388139,SAMN08136017,Estonia,Pudisoo,Brown trout (Salmo trutta),Gut,Wild
SRR6354438,PRJNA388139,SAMN08136016,Estonia,Pudisoo,Brown trout (Salmo trutta),Gut,Wild
SRR6354439,PRJNA388139,SAMN08136019,Estonia,Pudisoo,Brown trout (Salmo trutta),Gut,Wild
SRR6354440,PRJNA388139,SAMN08136018,Estonia,Pudisoo,Brown trout (Salmo trutta),Gut,Wild
SRR6354441,PRJNA388139,SAMN08136021,Estonia,Selja,Brown trout (Salmo trutta),Gut,Wild
SRR6354442,PRJNA388139,SAMN08136020,Estonia,Selja,Brown trout (Salmo trutta),Gut,Wild
SRR6354443,PRJNA388139,SAMN08136063,Estonia,Vainupea,Brown trout (Salmo trutta),Gut,Wild
SRR6354444,PRJNA388139,SAMN08136062,Estonia,Vainupea,Brown trout (Salmo trutta),Gut,Wild
SRR6354445,PRJNA388139,SAMN08136061,Estonia,Vainupea,Brown trout (Salmo trutta),Gut,Wild
SRR6354446,PRJNA388139,SAMN08136060,Estonia,Vainupea,Brown trout (Salmo trutta),Gut,Wild
SRR6354447,PRJNA388139,SAMN08136059,Estonia,Vainupea,Brown trout (Salmo trutta),Gut,Wild
SRR6354448,PRJNA388139,SAMN08136058,Estonia,Vainupea,Brown trout (Salmo trutta),Gut,Wild
SRR6354449,PRJNA388139,SAMN08136057,Estonia,Vainupea,Brown trout (Salmo trutta),Gut,Wild
SRR6354450,PRJNA388139,SAMN08136056,Estonia,Vainupea,Brown trout (Salmo trutta),Gut,Wild
SRR6354451,PRJNA388139,SAMN08136055,Estonia,Vainupea,Brown trout (Salmo trutta),Gut,Wild
SRR6354452,PRJNA388139,SAMN08136054,Estonia,Vainupea,Brown trout (Salmo trutta),Gut,Wild
SRR6354453,PRJNA388139,SAMN08136032,Estonia,Toolse,Brown trout (Salmo trutta),Gut,Wild
SRR6354454,PRJNA388139,SAMN08136033,Estonia,Toolse,Brown trout (Salmo trutta),Gut,Wild
SRR6354455,PRJNA388139,SAMN08136026,Estonia,Selja,Brown trout (Salmo trutta),Gut,Wild
SRR6354456,PRJNA388139,SAMN08136027,Estonia,Selja,Brown trout (Salmo trutta),Gut,Wild
SRR6354457,PRJNA388139,SAMN08136024,Estonia,Selja,Brown trout (Salmo trutta),Gut,Wild
SRR6354458,PRJNA388139,SAMN08136025,Estonia,Selja,Brown trout (Salmo trutta),Gut,Wild
SRR6354459,PRJNA388139,SAMN08136030,Estonia,Selja,Brown trout (Salmo trutta),Gut,Wild
SRR6354460,PRJNA388139,SAMN08136031,Estonia,Selja,Brown trout (Salmo trutta),Gut,Wild
SRR6354461,PRJNA388139,SAMN08136028,Estonia,Selja,Brown trout (Salmo trutta),Gut,Wild
SRR6354462,PRJNA388139,SAMN08136029,Estonia,Selja,Brown trout (Salmo trutta),Gut,Wild
SRR6354463,PRJNA388139,SAMN08136041,Estonia,Toolse,Brown trout (Salmo trutta),Gut,Wild
SRR6354464,PRJNA388139,SAMN08136040,Estonia,Toolse,Brown trout (Salmo trutta),Gut,Wild
SRR6354465,PRJNA388139,SAMN08136039,Estonia,Toolse,Brown trout (Salmo trutta),Gut,Wild
SRR6354466,PRJNA388139,SAMN08136038,Estonia,Toolse,Brown trout (Salmo trutta),Gut,Wild
SRR6354467,PRJNA388139,SAMN08136037,Estonia,Toolse,Brown trout (Salmo trutta),Gut,Wild
SRR6354468,PRJNA388139,SAMN08136036,Estonia,Toolse,Brown trout (Salmo trutta),Gut,Wild
SRR6354469,PRJNA388139,SAMN08136035,Estonia,Toolse,Brown trout (Salmo trutta),Gut,Wild
SRR6354470,PRJNA388139,SAMN08136034,Estonia,Toolse,Brown trout (Salmo trutta),Gut,Wild
SRR6354471,PRJNA388139,SAMN08136043,Estonia,Voesu,Brown trout (Salmo trutta),Gut,Wild
SRR6354472,PRJNA388139,SAMN08136042,Estonia,Toolse,Brown trout (Salmo trutta),Gut,Wild
SRR6354473,PRJNA388139,SAMN08135962,Estonia,Altja,Brown trout (Salmo trutta),Gut,Wild
SRR6354474,PRJNA388139,SAMN08135963,Estonia,Altja,Brown trout (Salmo trutta),Gut,Wild
SRR6354475,PRJNA388139,SAMN08135958,Estonia,Altja,Brown trout (Salmo trutta),Gut,Wild
SRR6354476,PRJNA388139,SAMN08135959,Estonia,Altja,Brown trout (Salmo trutta),Gut,Wild
SRR6354477,PRJNA388139,SAMN08135960,Estonia,Altja,Brown trout (Salmo trutta),Gut,Wild
SRR6354478,PRJNA388139,SAMN08135961,Estonia,Altja,Brown trout (Salmo trutta),Gut,Wild
SRR6354479,PRJNA388139,SAMN08135954,Estonia,Altja,Brown trout (Salmo trutta),Gut,Wild
SRR6354480,PRJNA388139,SAMN08135955,Estonia,Altja,Brown trout (Salmo trutta),Gut,Wild
SRR6354481,PRJNA388139,SAMN08135956,Estonia,Altja,Brown trout (Salmo trutta),Gut,Wild
SRR6354482,PRJNA388139,SAMN08135957,Estonia,Altja,Brown trout (Salmo trutta),Gut,Wild
SRR6354483,PRJNA388139,SAMN08136075,Estonia,Vodja,Brown trout (Salmo trutta),Gut,Wild
SRR6354484,PRJNA388139,SAMN08136074,Estonia,Vodja,Brown trout (Salmo trutta),Gut,Wild
SRR6354485,PRJNA388139,SAMN08136044,Estonia,Voesu,Brown trout (Salmo trutta),Gut,Wild
SRR6354486,PRJNA388139,SAMN08136045,Estonia,Voesu,Brown trout (Salmo trutta),Gut,Wild
SRR6354487,PRJNA388139,SAMN08136046,Estonia,Voesu,Brown trout (Salmo trutta),Gut,Wild
SRR6354488,PRJNA388139,SAMN08136047,Estonia,Voesu,Brown trout (Salmo trutta),Gut,Wild
SRR6354489,PRJNA388139,SAMN08136048,Estonia,Voesu,Brown trout (Salmo trutta),Gut,Wild
SRR6354490,PRJNA388139,SAMN08136049,Estonia,Voesu,Brown trout (Salmo trutta),Gut,Wild
SRR6354491,PRJNA388139,SAMN08136050,Estonia,Vainupea,Brown trout (Salmo trutta),Gut,Wild
SRR6354492,PRJNA388139,SAMN08136051,Estonia,Vainupea,Brown trout (Salmo trutta),Gut,Wild
SRR6354493,PRJNA388139,SAMN08136052,Estonia,Vainupea,Brown trout (Salmo trutta),Gut,Wild
SRR6354494,PRJNA388139,SAMN08136053,Estonia,Vainupea,Brown trout (Salmo trutta),Gut,Wild
SRR6354495,PRJNA388139,SAMN08135972,Estonia,Mustoja,Brown trout (Salmo trutta),Gut,Wild
SRR6354496,PRJNA388139,SAMN08135973,Estonia,Mustoja,Brown trout (Salmo trutta),Gut,Wild
SRR6354497,PRJNA388139,SAMN08135964,Estonia,Altja,Brown trout (Salmo trutta),Gut,Wild
SRR6354498,PRJNA388139,SAMN08135965,Estonia,Altja,Brown trout (Salmo trutta),Gut,Wild
SRR6354499,PRJNA388139,SAMN08135966,Estonia,Mustoja,Brown trout (Salmo trutta),Gut,Wild
SRR6354500,PRJNA388139,SAMN08135967,Estonia,Mustoja,Brown trout (Salmo trutta),Gut,Wild
SRR6354501,PRJNA388139,SAMN08135968,Estonia,Mustoja,Brown trout (Salmo trutta),Gut,Wild
SRR6354502,PRJNA388139,SAMN08135969,Estonia,Mustoja,Brown trout (Salmo trutta),Gut,Wild
SRR6354503,PRJNA388139,SAMN08135970,Estonia,Mustoja,Brown trout (Salmo trutta),Gut,Wild
SRR6354504,PRJNA388139,SAMN08135971,Estonia,Mustoja,Brown trout (Salmo trutta),Gut,Wild
SRR9039931,PRJNA542255,SAMN11618235,Poland,Olsztyn,Tench (Tinca tinca),Gut,Wild
SRR9039932,PRJNA542255,SAMN11618236,Poland,Olsztyn,Tench (Tinca tinca),Gut,Wild
SRR9039933,PRJNA542255,SAMN11618239,Poland,Lezyny,Tench (Tinca tinca),Gut,Wild
SRR9039934,PRJNA542255,SAMN11618240,Poland,Lezyny,Tench (Tinca tinca),Gut,Wild
SRR9039935,PRJNA542255,SAMN11618223,Poland,Lezyny,Tench (Tinca tinca),Gut,Wild
SRR9039936,PRJNA542255,SAMN11618224,Poland,Lezyny,Tench (Tinca tinca),Gut,Wild
SRR9039937,PRJNA542255,SAMN11618221,Poland,Lezyny,Tench (Tinca tinca),Gut,Wild
SRR9039938,PRJNA542255,SAMN11618222,Poland,Lezyny,Tench (Tinca tinca),Gut,Wild
SRR9039939,PRJNA542255,SAMN11618227,Poland,Lezyny,Tench (Tinca tinca),Gut,Wild
SRR9039940,PRJNA542255,SAMN11618228,Poland,Lezyny,Tench (Tinca tinca),Gut,Wild
SRR9039941,PRJNA542255,SAMN11618225,Poland,Lezyny,Tench (Tinca tinca),Gut,Wild
SRR9039942,PRJNA542255,SAMN11618226,Poland,Lezyny,Tench (Tinca tinca),Gut,Wild
SRR9039943,PRJNA542255,SAMN11618252,Poland,Olsztyn,Tench (Tinca tinca),Gut,Wild
SRR9039944,PRJNA542255,SAMN11618229,Poland,Olsztyn,Tench (Tinca tinca),Gut,Wild
SRR9039945,PRJNA542255,SAMN11618230,Poland,Olsztyn,Tench (Tinca tinca),Gut,Wild
SRR9039946,PRJNA542255,SAMN11618250,Poland,Olsztyn,Tench (Tinca tinca),Gut,Wild
SRR9039947,PRJNA542255,SAMN11618249,Poland,Olsztyn,Tench (Tinca tinca),Gut,Wild
SRR9039948,PRJNA542255,SAMN11618244,Poland,Lezyny,Tench (Tinca tinca),Gut,Wild
SRR9039949,PRJNA542255,SAMN11618243,Poland,Lezyny,Tench (Tinca tinca),Gut,Wild
SRR9039950,PRJNA542255,SAMN11618242,Poland,Lezyny,Tench (Tinca tinca),Gut,Wild
SRR9039951,PRJNA542255,SAMN11618241,Poland,Lezyny,Tench (Tinca tinca),Gut,Wild
SRR9039952,PRJNA542255,SAMN11618248,Poland,Olsztyn,Tench (Tinca tinca),Gut,Wild
SRR9039953,PRJNA542255,SAMN11618247,Poland,Olsztyn,Tench (Tinca tinca),Gut,Wild
SRR9039954,PRJNA542255,SAMN11618246,Poland,Olsztyn,Tench (Tinca tinca),Gut,Wild
SRR9039955,PRJNA542255,SAMN11618245,Poland,Olsztyn,Tench (Tinca tinca),Gut,Wild
SRR9039956,PRJNA542255,SAMN11618251,Poland,Olsztyn,Tench (Tinca tinca),Gut,Wild
SRR9039957,PRJNA542255,SAMN11618233,Poland,Olsztyn,Tench (Tinca tinca),Gut,Wild
SRR9039958,PRJNA542255,SAMN11618234,Poland,Olsztyn,Tench (Tinca tinca),Gut,Wild
SRR9039959,PRJNA542255,SAMN11618231,Poland,Olsztyn,Tench (Tinca tinca),Gut,Wild
SRR9039960,PRJNA542255,SAMN11618232,Poland,Olsztyn,Tench (Tinca tinca),Gut,Wild
SRR9039961,PRJNA542255,SAMN11618237,Poland,Lezyny,Tench (Tinca tinca),Gut,Wild
SRR9039962,PRJNA542255,SAMN11618238,Poland,Lezyny,Tench (Tinca tinca),Gut,Wild
