Run,Alias,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA_checklist,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),environment_(biome),environment_(feature),environment_(material),Experiment,experimental_factor,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_(country_and/or_sea),geographic_location_(latitude),geographic_location_(longitude),host-associated_environmental_package,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Investigation_type,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,project_name,ReleaseDate,Sample Name,Sample_Name,Sequencing_method,SRA_accession,SRA Study,Title,host_body_product,host_body_site,host_common_name
ERR2129797,FRM-S11,AMPLICON,440,72323943,PRJEB22688,SAMEA104307788,38981588,SWANSEA UNIVERSITY,2016,public,"sra,fastq","s3,ena,gs,ncbi","gs.US,ncbi.public,s3.us-east-1,ena",ERC000013,3/18/18,11/16/18,Freshwater,River,fish skin,ERX2186989,Frome population (wild),United Kingdom,Europe,United Kingdom,50.68,-2.18,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:53Z,2017-09-19T13:58:05Z,public,Illumina MiSeq,metagenome,FRM-S11,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307788,ERS1932766,Illumina,ERS1932766,ERP104390,Atlantic salmon fry microbiome,Skin,Skin,Atlantic salmon
ERR2129798,FRM-S12,AMPLICON,442,73864280,PRJEB22688,SAMEA104307789,38810818,SWANSEA UNIVERSITY,2016,public,"sra,fastq","s3,ncbi,ena,gs","ncbi.public,s3.us-east-1,gs.US,ena",ERC000013,3/18/18,11/16/18,Freshwater,River,fish skin,ERX2186990,Frome population (wild),United Kingdom,Europe,United Kingdom,50.68,-2.18,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:53Z,2017-09-19T13:58:05Z,public,Illumina MiSeq,metagenome,FRM-S12,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307789,ERS1932767,Illumina,ERS1932767,ERP104390,Atlantic salmon fry microbiome,Skin,Skin,Atlantic salmon
ERR2129815,MHV-G11,AMPLICON,420,88837924,PRJEB22688,SAMEA104307800,41668436,SWANSEA UNIVERSITY,2016,public,"sra,fastq","gs,ena,s3,ncbi","s3.us-east-1,ena,ncbi.public,gs.US",ERC000013,3/18/18,11/16/18,Freshwater,Artificial tank,fish intestine,ERX2187001,MHS population (hatchery),United Kingdom,Europe,United Kingdom,56.87,-5.68,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:54Z,2017-09-19T13:58:06Z,public,Illumina MiSeq,metagenome,MHV-G11,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307800,ERS1932778,Illumina,ERS1932778,ERP104390,Atlantic salmon fry microbiome,Intestine,Intestine,Atlantic salmon
ERR2129816,MHV-G12,AMPLICON,419,27436880,PRJEB22688,SAMEA104307801,13524169,SWANSEA UNIVERSITY,2016,public,"fastq,sra","ena,s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US,ena",ERC000013,3/18/18,11/16/18,Freshwater,Artificial tank,fish intestine,ERX2187002,MHS population (hatchery),United Kingdom,Europe,United Kingdom,56.87,-5.68,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:54Z,2017-09-19T13:58:06Z,public,Illumina MiSeq,metagenome,MHV-G12,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307801,ERS1932779,Illumina,ERS1932779,ERP104390,Atlantic salmon fry microbiome,Intestine,Intestine,Atlantic salmon
ERR2129818,MHV-G1,AMPLICON,423,12319370,PRJEB22688,SAMEA104307802,6195434,SWANSEA UNIVERSITY,2016,public,"sra,fastq","s3,gs,ena,ncbi","ncbi.public,ena,gs.US,s3.us-east-1",ERC000013,3/18/18,11/16/18,Freshwater,Artificial tank,fish intestine,ERX2187003,MHS population (hatchery),United Kingdom,Europe,United Kingdom,56.87,-5.68,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:54Z,2017-09-19T13:58:06Z,public,Illumina MiSeq,metagenome,MHV-G1,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307802,ERS1932780,Illumina,ERS1932780,ERP104390,Atlantic salmon fry microbiome,Intestine,Intestine,Atlantic salmon
ERR2129819,MHV-G2,AMPLICON,559,13000157,PRJEB22688,SAMEA104307803,6689705,SWANSEA UNIVERSITY,2016,public,"sra,fastq","gs,ncbi,ena,s3","gs.US,s3.us-east-1,ncbi.public,ena",ERC000013,3/18/18,11/16/18,Freshwater,Artificial tank,fish intestine,ERX2187004,MHS population (hatchery),United Kingdom,Europe,United Kingdom,56.87,-5.68,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:54Z,2017-09-19T13:58:06Z,public,Illumina MiSeq,metagenome,MHV-G2,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307803,ERS1932781,Illumina,ERS1932781,ERP104390,Atlantic salmon fry microbiome,Intestine,Intestine,Atlantic salmon
ERR2129822,MHV-G4,AMPLICON,425,148696809,PRJEB22688,SAMEA104307805,70606961,SWANSEA UNIVERSITY,2016,public,"fastq,sra","ncbi,ena,s3,gs","ncbi.public,ena,gs.US,s3.us-east-1",ERC000013,3/18/18,11/16/18,Freshwater,Artificial tank,fish intestine,ERX2187006,MHS population (hatchery),United Kingdom,Europe,United Kingdom,56.87,-5.68,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:54Z,2017-09-19T13:58:06Z,public,Illumina MiSeq,metagenome,MHV-G4,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307805,ERS1932783,Illumina,ERS1932783,ERP104390,Atlantic salmon fry microbiome,Intestine,Intestine,Atlantic salmon
ERR2129824,MHV-G5,AMPLICON,419,27300591,PRJEB22688,SAMEA104307806,13392704,SWANSEA UNIVERSITY,2016,public,"sra,fastq","gs,ena,ncbi,s3","gs.US,ncbi.public,s3.us-east-1,ena",ERC000013,3/18/18,11/16/18,Freshwater,Artificial tank,fish intestine,ERX2187007,MHS population (hatchery),United Kingdom,Europe,United Kingdom,56.87,-5.68,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:54Z,2017-09-19T13:58:06Z,public,Illumina MiSeq,metagenome,MHV-G5,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307806,ERS1932784,Illumina,ERS1932784,ERP104390,Atlantic salmon fry microbiome,Intestine,Intestine,Atlantic salmon
ERR2129825,MHV-G6,AMPLICON,417,106472864,PRJEB22688,SAMEA104307807,49291201,SWANSEA UNIVERSITY,2016,public,"fastq,sra","ncbi,s3,gs,ena","gs.US,ena,s3.us-east-1,ncbi.public",ERC000013,3/18/18,11/16/18,Freshwater,Artificial tank,fish intestine,ERX2187008,MHS population (hatchery),United Kingdom,Europe,United Kingdom,56.87,-5.68,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:54Z,2017-09-19T13:58:06Z,public,Illumina MiSeq,metagenome,MHV-G6,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307807,ERS1932785,Illumina,ERS1932785,ERP104390,Atlantic salmon fry microbiome,Intestine,Intestine,Atlantic salmon
ERR2129827,MHV-G7,AMPLICON,418,71621588,PRJEB22688,SAMEA104307808,33953169,SWANSEA UNIVERSITY,2016,public,"fastq,sra","ncbi,ena,s3,gs","ncbi.public,gs.US,ena,s3.us-east-1",ERC000013,3/18/18,11/16/18,Freshwater,Artificial tank,fish intestine,ERX2187009,MHS population (hatchery),United Kingdom,Europe,United Kingdom,56.87,-5.68,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:54Z,2017-09-19T13:58:06Z,public,Illumina MiSeq,metagenome,MHV-G7,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307808,ERS1932786,Illumina,ERS1932786,ERP104390,Atlantic salmon fry microbiome,Intestine,Intestine,Atlantic salmon
ERR2129828,MHV-G8,AMPLICON,443,116056720,PRJEB22688,SAMEA104307809,57729888,SWANSEA UNIVERSITY,2016,public,"sra,fastq","gs,ncbi,ena,s3","ncbi.public,ena,gs.US,s3.us-east-1",ERC000013,3/18/18,11/16/18,Freshwater,Artificial tank,fish intestine,ERX2187010,MHS population (hatchery),United Kingdom,Europe,United Kingdom,56.87,-5.68,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:54Z,2017-09-19T13:58:06Z,public,Illumina MiSeq,metagenome,MHV-G8,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307809,ERS1932787,Illumina,ERS1932787,ERP104390,Atlantic salmon fry microbiome,Intestine,Intestine,Atlantic salmon
ERR2129879,SAW-S6,AMPLICON,444,84986035,PRJEB22688,SAMEA104307843,45439872,SWANSEA UNIVERSITY,2016,public,"sra,fastq","gs,ncbi,ena,s3","gs.US,s3.us-east-1,ncbi.public,ena",ERC000013,3/18/18,11/16/18,Freshwater,River,fish skin,ERX2187044,Towy population (wild),United Kingdom,Europe,United Kingdom,51.86,-4.19,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:53Z,2017-09-19T13:58:07Z,public,Illumina MiSeq,metagenome,SAW-S6,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307843,ERS1932821,Illumina,ERS1932821,ERP104390,Atlantic salmon fry microbiome,Skin,Skin,Atlantic salmon
ERR2129880,SAW-S7,AMPLICON,455,68889550,PRJEB22688,SAMEA104307844,38205385,SWANSEA UNIVERSITY,2016,public,"fastq,sra","ena,s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US,ena",ERC000013,3/18/18,11/16/18,Freshwater,River,fish skin,ERX2187045,Towy population (wild),United Kingdom,Europe,United Kingdom,51.86,-4.19,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:53Z,2017-09-19T13:58:07Z,public,Illumina MiSeq,metagenome,SAW-S7,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307844,ERS1932822,Illumina,ERS1932822,ERP104390,Atlantic salmon fry microbiome,Skin,Skin,Atlantic salmon
ERR2129882,SAW-S8,AMPLICON,460,79432625,PRJEB22688,SAMEA104307845,42382624,SWANSEA UNIVERSITY,2016,public,"fastq,sra","ena,s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US,ena",ERC000013,3/18/18,11/16/18,Freshwater,River,fish skin,ERX2187046,Towy population (wild),United Kingdom,Europe,United Kingdom,51.86,-4.19,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:53Z,2017-09-19T13:58:07Z,public,Illumina MiSeq,metagenome,SAW-S8,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307845,ERS1932823,Illumina,ERS1932823,ERP104390,Atlantic salmon fry microbiome,Skin,Skin,Atlantic salmon
ERR2129883,SAW-S9,AMPLICON,492,27568893,PRJEB22688,SAMEA104307846,14763214,SWANSEA UNIVERSITY,2016,public,"sra,fastq","ena,ncbi,s3,gs","ena,s3.us-east-1,gs.US,ncbi.public",ERC000013,3/18/18,11/16/18,Freshwater,River,fish skin,ERX2187047,Towy population (wild),United Kingdom,Europe,United Kingdom,51.86,-4.19,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:53Z,2017-09-19T13:58:07Z,public,Illumina MiSeq,metagenome,SAW-S9,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307846,ERS1932824,Illumina,ERS1932824,ERP104390,Atlantic salmon fry microbiome,Skin,Skin,Atlantic salmon
ERR2129885,SPY-G10,AMPLICON,399,39122247,PRJEB22688,SAMEA104307847,18626162,SWANSEA UNIVERSITY,2016,public,"fastq,sra","ena,s3,ncbi,gs","ena,ncbi.public,gs.US,s3.us-east-1",ERC000013,3/18/18,11/16/18,Freshwater,River,fish intestine,ERX2187048,Spey population (wild),United Kingdom,Europe,United Kingdom,57.49,-3.19,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:53Z,2017-09-19T13:58:07Z,public,Illumina MiSeq,metagenome,SPY-G10,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307847,ERS1932825,Illumina,ERS1932825,ERP104390,Atlantic salmon fry microbiome,Intestine,Intestine,Atlantic salmon
ERR2129886,SPY-G11,AMPLICON,436,66913156,PRJEB22688,SAMEA104307848,32283759,SWANSEA UNIVERSITY,2016,public,"fastq,sra","gs,ncbi,ena,s3","s3.us-east-1,ncbi.public,gs.US,ena",ERC000013,3/18/18,11/16/18,Freshwater,River,fish intestine,ERX2187049,Spey population (wild),United Kingdom,Europe,United Kingdom,57.49,-3.19,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:53Z,2017-09-19T13:58:07Z,public,Illumina MiSeq,metagenome,SPY-G11,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307848,ERS1932826,Illumina,ERS1932826,ERP104390,Atlantic salmon fry microbiome,Intestine,Intestine,Atlantic salmon
ERR2129888,SPY-G12,AMPLICON,435,29372453,PRJEB22688,SAMEA104307849,14424618,SWANSEA UNIVERSITY,2016,public,"fastq,sra","s3,ncbi,ena,gs","gs.US,ena,ncbi.public,s3.us-east-1",ERC000013,3/18/18,11/16/18,Freshwater,River,fish intestine,ERX2187050,Spey population (wild),United Kingdom,Europe,United Kingdom,57.49,-3.19,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:53Z,2017-09-19T13:58:07Z,public,Illumina MiSeq,metagenome,SPY-G12,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307849,ERS1932827,Illumina,ERS1932827,ERP104390,Atlantic salmon fry microbiome,Intestine,Intestine,Atlantic salmon
ERR2129889,SPY-G1,AMPLICON,425,69939990,PRJEB22688,SAMEA104307850,34546700,SWANSEA UNIVERSITY,2016,public,"fastq,sra","ena,s3,ncbi,gs","ena,s3.us-east-1,ncbi.public,gs.US",ERC000013,3/18/18,11/16/18,Freshwater,River,fish intestine,ERX2187051,Spey population (wild),United Kingdom,Europe,United Kingdom,57.49,-3.19,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:53Z,2017-09-19T13:58:07Z,public,Illumina MiSeq,metagenome,SPY-G1,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307850,ERS1932828,Illumina,ERS1932828,ERP104390,Atlantic salmon fry microbiome,Intestine,Intestine,Atlantic salmon
ERR2129892,SPY-G3,AMPLICON,447,42333536,PRJEB22688,SAMEA104307852,20444315,SWANSEA UNIVERSITY,2016,public,"fastq,sra","ncbi,gs,ena,s3","ena,gs.US,s3.us-east-1,ncbi.public",ERC000013,3/18/18,11/16/18,Freshwater,River,fish intestine,ERX2187053,Spey population (wild),United Kingdom,Europe,United Kingdom,57.49,-3.19,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:53Z,2017-09-19T13:58:07Z,public,Illumina MiSeq,metagenome,SPY-G3,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307852,ERS1932830,Illumina,ERS1932830,ERP104390,Atlantic salmon fry microbiome,Intestine,Intestine,Atlantic salmon
ERR2129907,SPY-S1,AMPLICON,415,114057110,PRJEB22688,SAMEA104307862,53423263,SWANSEA UNIVERSITY,2016,public,"fastq,sra","ncbi,s3,ena,gs","ena,s3.us-east-1,ncbi.public,gs.US",ERC000013,3/18/18,11/16/18,Freshwater,River,fish skin,ERX2187063,Spey population (wild),United Kingdom,Europe,United Kingdom,57.49,-3.19,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:53Z,2017-09-19T13:58:07Z,public,Illumina MiSeq,metagenome,SPY-S1,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307862,ERS1932840,Illumina,ERS1932840,ERP104390,Atlantic salmon fry microbiome,Skin,Skin,Atlantic salmon
ERR2129910,SPY-S3,AMPLICON,419,67861046,PRJEB22688,SAMEA104307864,31203853,SWANSEA UNIVERSITY,2016,public,"sra,fastq","ena,ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1,ena",ERC000013,3/18/18,11/16/18,Freshwater,River,fish skin,ERX2187065,Spey population (wild),United Kingdom,Europe,United Kingdom,57.49,-3.19,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:53Z,2017-09-19T13:58:07Z,public,Illumina MiSeq,metagenome,SPY-S3,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307864,ERS1932842,Illumina,ERS1932842,ERP104390,Atlantic salmon fry microbiome,Skin,Skin,Atlantic salmon
ERR2129912,SPY-S4,AMPLICON,414,47059000,PRJEB22688,SAMEA104307865,21024113,SWANSEA UNIVERSITY,2016,public,"fastq,sra","ena,ncbi,s3,gs","ena,s3.us-east-1,ncbi.public,gs.US",ERC000013,3/18/18,11/16/18,Freshwater,River,fish skin,ERX2187066,Spey population (wild),United Kingdom,Europe,United Kingdom,57.49,-3.19,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:53Z,2017-09-19T13:58:07Z,public,Illumina MiSeq,metagenome,SPY-S4,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307865,ERS1932843,Illumina,ERS1932843,ERP104390,Atlantic salmon fry microbiome,Skin,Skin,Atlantic salmon
ERR2129913,SPY-S5,AMPLICON,427,46338931,PRJEB22688,SAMEA104307866,21620253,SWANSEA UNIVERSITY,2016,public,"sra,fastq","gs,ena,ncbi,s3","s3.us-east-1,ncbi.public,ena,gs.US",ERC000013,3/18/18,11/16/18,Freshwater,River,fish skin,ERX2187067,Spey population (wild),United Kingdom,Europe,United Kingdom,57.49,-3.19,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:53Z,2017-09-19T13:58:07Z,public,Illumina MiSeq,metagenome,SPY-S5,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307866,ERS1932844,Illumina,ERS1932844,ERP104390,Atlantic salmon fry microbiome,Skin,Skin,Atlantic salmon
ERR2129915,SPY-S6,AMPLICON,414,129551852,PRJEB22688,SAMEA104307867,56360022,SWANSEA UNIVERSITY,2016,public,"fastq,sra","ena,s3,ncbi,gs","gs.US,ncbi.public,ena,s3.us-east-1",ERC000013,3/18/18,11/16/18,Freshwater,River,fish skin,ERX2187068,Spey population (wild),United Kingdom,Europe,United Kingdom,57.49,-3.19,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:53Z,2017-09-19T13:58:07Z,public,Illumina MiSeq,metagenome,SPY-S6,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307867,ERS1932845,Illumina,ERS1932845,ERP104390,Atlantic salmon fry microbiome,Skin,Skin,Atlantic salmon
ERR2129916,SPY-S7,AMPLICON,413,98268719,PRJEB22688,SAMEA104307868,43121394,SWANSEA UNIVERSITY,2016,public,"fastq,sra","ena,ncbi,gs,s3","gs.US,ena,ncbi.public,s3.us-east-1",ERC000013,3/18/18,11/16/18,Freshwater,River,fish skin,ERX2187069,Spey population (wild),United Kingdom,Europe,United Kingdom,57.49,-3.19,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:53Z,2017-09-19T13:58:07Z,public,Illumina MiSeq,metagenome,SPY-S7,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307868,ERS1932846,Illumina,ERS1932846,ERP104390,Atlantic salmon fry microbiome,Skin,Skin,Atlantic salmon
ERR2129918,SPY-S8,AMPLICON,415,183817312,PRJEB22688,SAMEA104307869,78477370,SWANSEA UNIVERSITY,2016,public,"sra,fastq","ncbi,ena,gs,s3","s3.us-east-1,ncbi.public,gs.US,ena",ERC000013,3/18/18,11/16/18,Freshwater,River,fish skin,ERX2187070,Spey population (wild),United Kingdom,Europe,United Kingdom,57.49,-3.19,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:53Z,2017-09-19T13:58:07Z,public,Illumina MiSeq,metagenome,SPY-S8,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307869,ERS1932847,Illumina,ERS1932847,ERP104390,Atlantic salmon fry microbiome,Skin,Skin,Atlantic salmon
ERR2129919,SPY-S9,AMPLICON,414,229167035,PRJEB22688,SAMEA104307870,98699394,SWANSEA UNIVERSITY,2016,public,"sra,fastq","ncbi,ena,s3,gs","s3.us-east-1,gs.US,ena,ncbi.public",ERC000013,3/18/18,11/16/18,Freshwater,River,fish skin,ERX2187071,Spey population (wild),United Kingdom,Europe,United Kingdom,57.49,-3.19,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:53Z,2017-09-19T13:58:07Z,public,Illumina MiSeq,metagenome,SPY-S9,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307870,ERS1932848,Illumina,ERS1932848,ERP104390,Atlantic salmon fry microbiome,Skin,Skin,Atlantic salmon
ERR2129921,TWD-G10,AMPLICON,512,26252602,PRJEB22688,SAMEA104307871,15146741,SWANSEA UNIVERSITY,2016,public,"fastq,sra","ena,ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1,ena",ERC000013,3/18/18,11/16/18,Freshwater,River,fish intestine,ERX2187072,Tweed population (wild),United Kingdom,Europe,United Kingdom,55.6,-2.67,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:53Z,2017-09-19T13:58:07Z,public,Illumina MiSeq,metagenome,TWD-G10,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307871,ERS1932849,Illumina,ERS1932849,ERP104390,Atlantic salmon fry microbiome,Intestine,Intestine,Atlantic salmon
ERR2129845,MHV-S7,AMPLICON,451,84583956,PRJEB22688,SAMEA104307820,43124513,SWANSEA UNIVERSITY,2016,public,"sra,fastq","ncbi,s3,ena,gs","ena,ncbi.public,s3.us-east-1,gs.US",ERC000013,3/18/18,11/16/18,Freshwater,Artificial tank,fish skin,ERX2187021,MHS population (hatchery),United Kingdom,Europe,United Kingdom,56.87,-5.68,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:54Z,2017-09-19T13:58:06Z,public,Illumina MiSeq,metagenome,MHV-S7,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307820,ERS1932798,Illumina,ERS1932798,ERP104390,Atlantic salmon fry microbiome,Skin,Skin,Atlantic salmon
ERR2129848,MHV-S9,AMPLICON,424,181880899,PRJEB22688,SAMEA104307822,89678175,SWANSEA UNIVERSITY,2016,public,"sra,fastq","ena,ncbi,s3,gs","s3.us-east-1,ncbi.public,ena,gs.US",ERC000013,3/18/18,11/16/18,Freshwater,Artificial tank,fish skin,ERX2187023,MHS population (hatchery),United Kingdom,Europe,United Kingdom,56.87,-5.68,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:54Z,2017-09-19T13:58:06Z,public,Illumina MiSeq,metagenome,MHV-S9,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307822,ERS1932800,Illumina,ERS1932800,ERP104390,Atlantic salmon fry microbiome,Skin,Skin,Atlantic salmon
ERR2129849,SAW-G10,AMPLICON,481,30110829,PRJEB22688,SAMEA104307823,16165689,SWANSEA UNIVERSITY,2016,public,"fastq,sra","s3,gs,ncbi,ena","s3.us-east-1,ena,ncbi.public,gs.US",ERC000013,3/18/18,11/16/18,Freshwater,River,fish intestine,ERX2187024,Towy population (wild),United Kingdom,Europe,United Kingdom,51.86,-4.19,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:54Z,2017-09-19T13:58:06Z,public,Illumina MiSeq,metagenome,SAW-G10,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307823,ERS1932801,Illumina,ERS1932801,ERP104390,Atlantic salmon fry microbiome,Intestine,Intestine,Atlantic salmon
ERR2129851,SAW-G11,AMPLICON,446,18187837,PRJEB22688,SAMEA104307824,9557941,SWANSEA UNIVERSITY,2016,public,"fastq,sra","ncbi,s3,ena,gs","ncbi.public,ena,gs.US,s3.us-east-1",ERC000013,3/18/18,11/16/18,Freshwater,River,fish intestine,ERX2187025,Towy population (wild),United Kingdom,Europe,United Kingdom,51.86,-4.19,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:54Z,2017-09-19T13:58:06Z,public,Illumina MiSeq,metagenome,SAW-G11,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307824,ERS1932802,Illumina,ERS1932802,ERP104390,Atlantic salmon fry microbiome,Intestine,Intestine,Atlantic salmon
